No,Title,Link,Category,Tags,Tag IDs,Difficulty,Source,Question + Text,Passage,Question Stem,A,B,C,D,E,Answer,answer-by,answer-detail
237,"Following several years of declining advertising sales, the Greenvile Times reorganized its advertising sales force. Before reorganization, the sales force was organized geographically, with some sales representatives concentrating on city-center businesses and others concentrati...",https://gmatclub.com/forum/following-several-years-of-declining-advertising-sales-the-greenvile-20796.html,Critical Reasoning (CR),705-805 (Hard) | Evaluate Argument,1532 | 207,705-805 (Hard),OG 2020 | OG 2019 | OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13,"Following several years of declining advertising sales, the Greenvile Times reorganized its advertising sales force. Before reorganization, the sales force was organized geographically, with some sales representatives concentrating on city-center businesses and others concentrating on different outlying regions. The reorganization attempted to increase the sales representatives' knowledge of clients' business by having each sales representative deal with only one type of industry or of retailing. After the reorganization, revenue from advertising sales increased.

In assessing whether the improvement in advertising sales can properly be attributed to the reorganization, it would be most helpful to find out which of the following?

A What proportion of the total revenue of the Greenvile Times is generated by advertising sales?
B Has the circulation of the Greenvile Times increased substantially in the last two years?
C Among all types of industry and retailing that use the Greenvile Times as an advertising vehicle, which type accounts for the largest proportion of the newspaper's advertising sales?
D Do any clients of the sales representatives of the Greenvile Times have a standing order with the Times for a fixed amount of advertising per month?
E Among the advertisers in the Greenvile Times are there more types of retail business or more types of industrial business?","Following several years of declining advertising sales, the Greenvile Times reorganized its advertising sales force. Before reorganization, the sales force was organized geographically, with some sales representatives concentrating on city-center businesses and others concentrating on different outlying regions. The reorganization attempted to increase the sales representatives' knowledge of clients' business by having each sales representative deal with only one type of industry or of retailing. After the reorganization, revenue from advertising sales increased.","In assessing whether the improvement in advertising sales can properly be attributed to the reorganization, it would be most helpful to find out which of the following?",What proportion of the total revenue of the Greenvile Times is generated by advertising sales?,Has the circulation of the Greenvile Times increased substantially in the last two years?,"Among all types of industry and retailing that use the Greenvile Times as an advertising vehicle, which type accounts for the largest proportion of the newspaper's advertising sales?",Do any clients of the sales representatives of the Greenvile Times have a standing order with the Times for a fixed amount of advertising per month?,Among the advertisers in the Greenvile Times are there more types of retail business or more types of industrial business?,B,Claude,"Option B is correct. In assessing whether the improvement in advertising sales was caused by the reorganization, we need to know whether the improvement could have been caused by something else. Option B either strengthens or weakens this causal claim — and it is the only option that directly addresses the conclusion. All other options are irrelevant to whether the reorganization caused the improvement."
238,"The city of Workney, in raising bus fares from $1.00 to $1.25, proposed that 18 fare tokens be sold for $20.00 to alleviate the extra burden of the fare increase on the city�s poor people. Critics suggested alternatively that 9 fare tokens be sold for $10.00, because a $20.00 out...",https://gmatclub.com/forum/the-city-of-workney-in-raising-bus-fares-from-1-00-to-1-25-propose-271655.html,Critical Reasoning (CR),555-605 (Medium) | Assumption,226 | 115,555-605 (Medium),OG 2020 | OG 2019,"The city of Workney, in raising bus fares from $1.00 to $1.25, proposed that 18 fare tokens be sold for $20.00 to alleviate the extra burden of the fare increase on the city�s poor people. Critics suggested alternatively that 9 fare tokens be sold for $10.00, because a $20.00 outlay would be prohibitive for poor riders.

The alternative proposal depends on which of the following assumptions?

A Poor residents of Workney will continue to ride the buses in the same numbers despite the fare increase.
B Riders who are poor would be more likely to take advantage of the savings afforded by the 9-token offer than would riders who are not poor.
C The outlay of $10.00 for the purchase of 9 fare tokens would not be prohibitive for bus riders who are poor.
D The proposed fare increase is needed for the purchase of new buses for the city�s bus system.
E Fewer riders would regularly purchase 18 fare tokens at once than would purchase only 9 fare tokens at once","The city of Workney, in raising bus fares from $1.00 to $1.25, proposed that 18 fare tokens be sold for $20.00 to alleviate the extra burden of the fare increase on the city�s poor people. Critics suggested alternatively that 9 fare tokens be sold for $10.00, because a $20.00 outlay would be prohibitive for poor riders.",The alternative proposal depends on which of the following assumptions?,Poor residents of Workney will continue to ride the buses in the same numbers despite the fare increase.,Riders who are poor would be more likely to take advantage of the savings afforded by the 9-token offer than would riders who are not poor.,The outlay of $10.00 for the purchase of 9 fare tokens would not be prohibitive for bus riders who are poor.,The proposed fare increase is needed for the purchase of new buses for the city�s bus system.,Fewer riders would regularly purchase 18 fare tokens at once than would purchase only 9 fare tokens at once,C,Claude,"Option C is correct. The alternative proposal depends on people being able to pay the $10 upfront for the '9 for $10' deal. Option E is not necessary — it may be true that rich people prefer one deal over another, but the argument only requires that poor people can afford the upfront cost. Option C is the required assumption."
239,"When trying to identify new technologies that promise to transform the marketplace, market researchers survey the managers of those companies that are developing new technologies. Such managers have an enormous stake in succeeding, so they invariably overstate the potential of th...",https://gmatclub.com/forum/when-trying-to-identify-new-technologies-that-promise-to-transform-the-35386.html,Critical Reasoning (CR),555-605 (Medium) | Resolve Paradox,226 | 123,555-605 (Medium),OG 2019 | OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13,"When trying to identify new technologies that promise to transform the marketplace, market researchers survey the managers of those companies that are developing new technologies. Such managers have an enormous stake in succeeding, so they invariably overstate the potential of their new technologies. Surprisingly, however, market researchers typically do not survey a new technology's potential buyers, even though it is the buyers�not the producers�who will ultimately determine a technology's commercial success.

Which of the following, if true, best accounts for the typical survey practices among market researchers?

A If a new technology succeeds, the commercial benefits accrue largely to the producers, not to the buyers, of that technology.
B People who promote the virtues of a new technology typically fail to consider that the old technology that is currently in use continues to be improved, often substantially.
C Investors are unlikely to invest substantial amounts of capital in a company whose own managers are skeptical about the commercial prospects of a new technology they are developing.
D The potential buyers for not-yet-available technologies can seldom be reliably identified.
E The developers of a new technology are generally no better positioned than its potential buyers to gauge how rapidly the new technology can be efficiently mass-produced.","When trying to identify new technologies that promise to transform the marketplace, market researchers survey the managers of those companies that are developing new technologies. Such managers have an enormous stake in succeeding, so they invariably overstate the potential of their new technologies. Surprisingly, however, market researchers typically do not survey a new technology's potential buyers, even though it is the buyers�not the producers�who will ultimately determine a technology's commercial success.","Which of the following, if true, best accounts for the typical survey practices among market researchers?","If a new technology succeeds, the commercial benefits accrue largely to the producers, not to the buyers, of that technology.","People who promote the virtues of a new technology typically fail to consider that the old technology that is currently in use continues to be improved, often substantially.",Investors are unlikely to invest substantial amounts of capital in a company whose own managers are skeptical about the commercial prospects of a new technology they are developing.,The potential buyers for not-yet-available technologies can seldom be reliably identified.,The developers of a new technology are generally no better positioned than its potential buyers to gauge how rapidly the new technology can be efficiently mass-produced.,D,Claude,Option D is correct. The paradox is that managers' survey results don't reflect commercial success. The researchers survey managers but not buyers — and buyers drive actual sales. The survey methodology is flawed because it overlooks the most relevant group. Option D identifies the most useful way to resolve this: find out what buyers actually think.
240,"Which of the following most logically completes the argument? Utrania was formerly a major petroleum exporter, but in recent decades economic stagnation and restrictive regulations inhibited investment in new oil fields. In consequence, Utrania oil exports dropped steadily as old...",https://gmatclub.com/forum/utrania-was-formerly-a-major-petroleum-exporter-but-in-recent-decades-143975.html,Critical Reasoning (CR),505-555 (Easy) | Complete the Passage,227 | 203,505-555 (Easy),OG 2019,"Which of the following most logically completes the argument?

Utrania was formerly a major petroleum exporter, but in recent decades economic stagnation and restrictive regulations inhibited investment in new oil fields. In consequence, Utrania oil exports dropped steadily as old fields became depleted. Utrania's currently improving economic condition, together with less restrictive regulations, will undoubtedly result in the rapid development of new fields. However, it would be premature to conclude that the rapid development of new fields will result in higher oil exports, because __________.

A the price of oil is expected to remain relatively stable over the next several years.
B the improvement in the economic situation in Utrania is expected to result in a dramatic increase in the proportion of Utranian's who own automobiles.
C most of the investment in the oil fields in Utrania is expected to come from foreign sources.
D new technology is available to recover oil from old oil fields formerly regarded as depleted.
E many of the new oil fields in Utrania are likely to be as productive as those that were developing during the period when Utrania was a major oil exporter.",Which of the following most logically completes the argument?,"Utrania was formerly a major petroleum exporter, but in recent decades economic stagnation and restrictive regulations inhibited investment in new oil fields. In consequence, Utrania oil exports dropped steadily as old fields became depleted. Utrania's currently improving economic condition, together with less restrictive regulations, will undoubtedly result in the rapid development of new fields. However, it would be premature to conclude that the rapid development of new fields will result in higher oil exports, because __________.",the price of oil is expected to remain relatively stable over the next several years.,the improvement in the economic situation in Utrania is expected to result in a dramatic increase in the proportion of Utranian's who own automobiles.,most of the investment in the oil fields in Utrania is expected to come from foreign sources.,new technology is available to recover oil from old oil fields formerly regarded as depleted.,many of the new oil fields in Utrania are likely to be as productive as those that were developing during the period when Utrania was a major oil exporter.,B,Claude,"Option B is correct. Option E suggests the new oil fields will increase exports — this actually goes against the author's conclusion, so it can be eliminated. Option B is the only choice that helps support the author's reasoning about Utrania's oil export situation."
241,"A newly discovered painting seems to be the work of one of two seventeenth-century artists, either the northern German Johannes Drechen or the Frenchman Louis Birelle, who sometimes painted in the same style as Drechen. Analysis of the carved picture frame, which has been identif...",https://gmatclub.com/forum/a-newly-discovered-painting-seems-to-be-the-work-of-one-of-two-sevente-201746.html,Critical Reasoning (CR),555-605 (Medium) | Assumption,226 | 115,555-605 (Medium),OG 2019 | OG 2018 | OG 2017 | OG 2016,"A newly discovered painting seems to be the work of one of two seventeenth-century artists, either the northern German Johannes Drechen or the Frenchman Louis Birelle, who sometimes painted in the same style as Drechen. Analysis of the carved picture frame, which has been identified as the painting�s original seventeenth-century frame, showed that it is made of wood found widely in northern Germany at the time, but rare in the part of France where Birelle lived. This shows that the painting is most likely the work of Drechen.
B Drechen is unlikely to have ever visited the home region of Birelle in France.
C Sometimes a painting so resembles others of its era that no expert is able to confidently decide who painted it.
D The painter of the picture chose the frame for the picture.
E The carving style of the picture frame is not typical of any specific region of Europe.",,,"newly discovered painting seems to be the work of one of two seventeenth-century artists, either the northern German Johannes Drechen or the Frenchman Louis Birelle, who sometimes painted in the same style as Drechen. Analysis of the carved picture frame, which has been identified as the painting�s original seventeenth-century frame, showed that it is made of wood found widely in northern Germany at the time, but rare in the part of France where Birelle lived. This shows that the painting is most likely the work of Drechen.",Drechen is unlikely to have ever visited the home region of Birelle in France.,Sometimes a painting so resembles others of its era that no expert is able to confidently decide who painted it.,The painter of the picture chose the frame for the picture.,The carving style of the picture frame is not typical of any specific region of Europe.,A,Claude,"Option A is correct. The argument uses a specific observation (Drechen's frequent trips) to draw conclusions about his artistic habits. But without knowing what Drechen did on those trips (whether he brought painting supplies, bought frames, etc.), we can't determine the impact on the argument. When a statement's negation neither clearly helps nor hurts, it is not a necessary assumption. Option A is the correct assumption."
242,"Last year a record number of new manufacturing jobs were created. Will this year bring another record? Well, any new manufacturing job is created either within an existing company or by the start-up of a new company. Within existing firms, new jobs have been created this year at ...",https://gmatclub.com/forum/last-year-a-record-number-of-new-manufacturing-jobs-were-created-will-50260.html,Critical Reasoning (CR),Sub 505 (Easy) | Bold Face CR,1518 | 119,Sub 505 (Easy),OG 2019 | OG 2017 | OG 2016 | OG 2015/OG13 | OG 12,"Last year a record number of new manufacturing jobs were created. Will this year bring another record? Well, any new manufacturing job is created either within an existing company or by the start-up of a new company. Within existing firms, new jobs have been created this year at well below last year�s record pace. At the same time, there is considerable evidence that the number of new companies starting up will be no higher this year than it was last year, and surely the new companies starting up this year will create no more jobs per company than did last year�s start-ups. Clearly, it can be concluded that the number of new jobs created this year will fall short of last year�s record.

In the argument given, the two portions in boldface play which of the following roles?

A The first is a prediction that, if accurate, would provide support for the main conclusion of the argument; the second is that main conclusion.
B The first is a prediction that, if accurate, would provide support for the main conclusion of the argument; the second is a conclusion drawn in order to support that main conclusion.
C The first is an objection that the argument rejects; the second is the main conclusion of the argument.
D The first is an objection that the argument rejects; the second presents a conclusion that could be drawn if that objection were allowed to stand.
E The first is a claim that has been advanced in support of a position that the argument opposes; the second is a claim advanced in support of the main conclusion of the argument.","Last year a record number of new manufacturing jobs were created. Will this year bring another record? Well, any new manufacturing job is created either within an existing company or by the start-up of a new company. Within existing firms, new jobs have been created this year at well below last year�s record pace. At the same time, there is considerable evidence that the number of new companies starting up will be no higher this year than it was last year, and surely the new companies starting up this year will create no more jobs per company than did last year�s start-ups. Clearly, it can be concluded that the number of new jobs created this year will fall short of last year�s record.","In the argument given, the two portions in boldface play which of the following roles?","The first is a prediction that, if accurate, would provide support for the main conclusion of the argument; the second is that main conclusion.","The first is a prediction that, if accurate, would provide support for the main conclusion of the argument; the second is a conclusion drawn in order to support that main conclusion.",The first is an objection that the argument rejects; the second is the main conclusion of the argument.,The first is an objection that the argument rejects; the second presents a conclusion that could be drawn if that objection were allowed to stand.,The first is a claim that has been advanced in support of a position that the argument opposes; the second is a claim advanced in support of the main conclusion of the argument.,A,Claude,No explanation available — original was empty. Flagged for review.
243,"Which of the following most logically completes the passage? Pecan growers get a high price for their crop when pecans are comparatively scarce, but the price drops sharply when pecans are abundant. Thus, in high-yield years, growers often hold back part of their crop in refriger...",https://gmatclub.com/forum/pecan-growers-get-a-high-price-for-their-crop-when-pecans-are-136429.html,Critical Reasoning (CR),555-605 (Medium) | Complete the Passage,226 | 203,555-605 (Medium),OG 2019 | OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13,"Which of the following most logically completes the passage?

Pecan growers get a high price for their crop when pecans are comparatively scarce, but the price drops sharply when pecans are abundant. Thus, in high-yield years, growers often hold back part of their crop in refrigerated warehouses for one or two years, hoping for higher prices in the future. This year's pecan crop was the smallest in five years. It is nonetheless quite possible that a portion of this year's crop will be held back, since ________.

A each of the last two years produced record breaking pecan yields
B the quality of this year's pecan crop is no worse than the quality of the pecan crops of the previous five years
C pecan prices have not been subject to sharp fluctuations in recent years
D for some pecan growers, this year's crop was no smaller than last year's
E the practice of holding back part of one year's crop had not yet become widespread the last time the pecan crop was as small as it was this year",Which of the following most logically completes the passage?,"Pecan growers get a high price for their crop when pecans are comparatively scarce, but the price drops sharply when pecans are abundant. Thus, in high-yield years, growers often hold back part of their crop in refrigerated warehouses for one or two years, hoping for higher prices in the future. This year's pecan crop was the smallest in five years. It is nonetheless quite possible that a portion of this year's crop will be held back, since ________.",each of the last two years produced record breaking pecan yields,the quality of this year's pecan crop is no worse than the quality of the pecan crops of the previous five years,pecan prices have not been subject to sharp fluctuations in recent years,"for some pecan growers, this year's crop was no smaller than last year's",the practice of holding back part of one year's crop had not yet become widespread the last time the pecan crop was as small as it was this year,A,Claude,"Option A is correct. In low-yield years, farmers don't store pecans (no surplus to store), so supply hits the market immediately. The previous years had high yields — so despite this year being the 'smallest in five years,' the carryover from prior years' storage means supply is still relatively high, keeping prices down. Option A correctly resolves this paradox."
244,"Using broad-spectrum weed killers on weeds that are competing with crops for sunlight, water, and nutrients presents a difficulty: how to keep the crop from being killed along with the weeds. For at least some food crops, specially treated seed that produces plants resistant to w...",https://gmatclub.com/forum/using-broad-spectrum-weed-killers-on-weeds-that-are-competing-with-136008.html,Critical Reasoning (CR),505-555 (Easy) | Complete the Passage,227 | 203,505-555 (Easy),OG 2019 | OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13,"Using broad-spectrum weed killers on weeds that are competing with crops for sunlight, water, and nutrients presents a difficulty: how to keep the crop from being killed along with the weeds. For at least some food crops, specially treated seed that produces plants resistant to weed killers is under development. This resistance wears off as the plants mature. Therefore, the special seed treatment will be especially useful for plants that _____________ .

Which of the following most logically completes the argument below?

A produce their crop over an extended period of time, as summer squash does
B produce large seeds that are easy to treat individually, as corn and beans do
C provide, as they approach maturity, shade dense enough to keep weeds from growing
D are typically grown in large tracts devoted to a single crop
E are cultivated specifically for the seed they produce rather than for their leaves or roots","Using broad-spectrum weed killers on weeds that are competing with crops for sunlight, water, and nutrients presents a difficulty: how to keep the crop from being killed along with the weeds. For at least some food crops, specially treated seed that produces plants resistant to weed killers is under development. This resistance wears off as the plants mature. Therefore, the special seed treatment will be especially useful for plants that _____________ .",Which of the following most logically completes the argument below?,"produce their crop over an extended period of time, as summer squash does","produce large seeds that are easy to treat individually, as corn and beans do","provide, as they approach maturity, shade dense enough to keep weeds from growing",are typically grown in large tracts devoted to a single crop,are cultivated specifically for the seed they produce rather than for their leaves or roots,C,Claude,No explanation available — original was pure forum navigation links. Flagged for review.
245,"Which of the following most logically completes the argument? By competing with rodents for seeds, black ants help control rodent populations that pose a public health risk. However, a very aggressive species of black ant, the Loma ant, which has recently invaded a certain region...",https://gmatclub.com/forum/by-competing-with-rodents-for-seeds-black-ants-help-control-44017.html,Critical Reasoning (CR),Sub 505 (Easy) | Strengthen,1518 | 118,Sub 505 (Easy),OG 2019 | OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13,"Which of the following most logically completes the argument?

By competing with rodents for seeds, black ants help control rodent populations that pose a public health risk. However, a very aggressive species of black ant, the Loma ant, which has recently invaded a certain region, has a venomous sting that is often fatal to humans. Therefore, the planned introduction into that region of ant flies, which prey on Loma ants, would benefit public health, since __________.

A Ant flies do not attack black ants other than Loma ants.
B Loma ants are less effective than many bird species in competing with rodents for seeds.
C Certain other species of black ants are more effective than Loma ants in competing with rodents for seeds.
D The sting of Loma ants can also be fatal to rodents.
E The use of pesticides to control Loma ants could have harmful effects on the environment.",Which of the following most logically completes the argument?,"By competing with rodents for seeds, black ants help control rodent populations that pose a public health risk. However, a very aggressive species of black ant, the Loma ant, which has recently invaded a certain region, has a venomous sting that is often fatal to humans. Therefore, the planned introduction into that region of ant flies, which prey on Loma ants, would benefit public health, since __________.",Ant flies do not attack black ants other than Loma ants.,Loma ants are less effective than many bird species in competing with rodents for seeds.,Certain other species of black ants are more effective than Loma ants in competing with rodents for seeds.,The sting of Loma ants can also be fatal to rodents.,The use of pesticides to control Loma ants could have harmful effects on the environment.,A,Claude,Option A is correct. Option C incorrectly suggests that non-Loma ants can better control rodents — but this doesn't address the plan to introduce Loma ants specifically. Option A is the answer that most seriously calls the plan into question by showing a flaw in the logic of using Loma ants.
246,"In order to withstand tidal currents, juvenile horseshoe crabs frequently burrow in the sand. Such burrowing discourages barnacles from clinging to their shells. When fully grown, however, the crabs can readily withstand tidal currents without burrowing, and thus they acquire sub...",https://gmatclub.com/forum/in-order-to-withstand-tidal-currents-juvenile-horseshoe-98217.html,Critical Reasoning (CR),605-655 (Medium) | Resolve Paradox,1525 | 123,605-655 (Medium),OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13 | OG 12,"In order to withstand tidal currents, juvenile horseshoe crabs frequently burrow in the sand. Such burrowing discourages barnacles from clinging to their shells. When fully grown, however, the crabs can readily withstand tidal currents without burrowing, and thus they acquire substantial populations of barnacles. Surprisingly, in areas where tidal currents are very weak, juvenile horseshoe crabs are found not to have significant barnacle populations, even though they seldom burrow.

Which of the following, if true, most helps to explain the surprising finding?

A Tidal currents do not themselves dislodge barnacles from the shells of horseshoe crabs.
B Barnacles most readily attach themselves to horseshoe crabs in areas where tidal currents are weakest.
C The strength of the tidal currents in a given location varies widely over the course of a day.
D A very large barnacle population can significantly decrease the ability of a horseshoe crab to find food.
E Until they are fully grown, horseshoe crabs shed their shells and grow new ones several times a year.","In order to withstand tidal currents, juvenile horseshoe crabs frequently burrow in the sand. Such burrowing discourages barnacles from clinging to their shells. When fully grown, however, the crabs can readily withstand tidal currents without burrowing, and thus they acquire substantial populations of barnacles. Surprisingly, in areas where tidal currents are very weak, juvenile horseshoe crabs are found not to have significant barnacle populations, even though they seldom burrow.","Which of the following, if true, most helps to explain the surprising finding?",Tidal currents do not themselves dislodge barnacles from the shells of horseshoe crabs.,Barnacles most readily attach themselves to horseshoe crabs in areas where tidal currents are weakest.,The strength of the tidal currents in a given location varies widely over the course of a day.,A very large barnacle population can significantly decrease the ability of a horseshoe crab to find food.,"Until they are fully grown, horseshoe crabs shed their shells and grow new ones several times a year.",E,Claude,"Option E is correct. Hermit crabs shed their shells periodically. When they shed, any barnacles attached to the shell are left behind. This explains why hermit crabs, despite not burrowing, don't accumulate barnacles — they regularly lose them along with their shells."
247,"Journalist: In physics journals, the number of articles reporting the results of experiments involving particle accelerators was lower last year than it had been in previous years. Several of the particle accelerators at major research institutions were out of service the year b...",https://gmatclub.com/forum/journalist-in-physics-journals-the-number-of-articles-reporting-the-102509.html,Critical Reasoning (CR),505-555 (Easy) | Weaken,227 | 117,505-555 (Easy),OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13 | OG 12 | OG 11 | OG 10,"Journalist: In physics journals, the number of articles reporting the results of experiments involving particle accelerators was lower last year than it had been in previous years. Several of the particle accelerators at major research institutions were out of service the year before last for repairs, so it is likely that the low number of articles was due to the decline in availability of particle accelerators.

Which of the following, if true, most seriously undermines the journalist�s argument?

A Every article based on experiments with particle accelerators that was submitted for publication last year actually was published.
B The average time scientists must wait for access to a particle accelerator has declined over the last several years.
C The number of physics journals was the same last year as in previous years.
D Particle accelerators can be used for more than one group of experiments in any given year.
E Recent changes in the editorial policies of several physics journals have decreased the likelihood that articles concerning particle-accelerator research will be accepted for publication.","Journalist: In physics journals, the number of articles reporting the results of experiments involving particle accelerators was lower last year than it had been in previous years. Several of the particle accelerators at major research institutions were out of service the year before last for repairs, so it is likely that the low number of articles was due to the decline in availability of particle accelerators.","Which of the following, if true, most seriously undermines the journalist�s argument?",Every article based on experiments with particle accelerators that was submitted for publication last year actually was published.,The average time scientists must wait for access to a particle accelerator has declined over the last several years.,The number of physics journals was the same last year as in previous years.,Particle accelerators can be used for more than one group of experiments in any given year.,Recent changes in the editorial policies of several physics journals have decreased the likelihood that articles concerning particle-accelerator research will be accepted for publication.,E,Claude,Option E is correct. The argument concludes that the drop in journal readership is explained by a specific factor. Option E provides an alternative explanation that would undermine this conclusion — a factor that could explain the decline independently of the one proposed by the argument.
248,"For similar cars and comparable drivers, automobile insurance for collision damage has always cost more in Greatport than in Fairmont. Police studies, however, show that cars owned by Greatport residents are, on average, slightly less likely to be involved in a collision than car...",https://gmatclub.com/forum/for-similar-cars-and-comparable-drivers-automobile-insurance-for-coll-136792.html,Critical Reasoning (CR),Sub 505 (Easy) | Evaluate Argument,1518 | 207,Sub 505 (Easy),OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13 | OG 12,"For similar cars and comparable drivers, automobile insurance for collision damage has always cost more in Greatport than in Fairmont. Police studies, however, show that cars owned by Greatport residents are, on average, slightly less likely to be involved in a collision than cars in Fairmont. Clearly, therefore, insurance companies are making a greater profit on collision damage insurance in Greatport than in Fairmont.

In evaluating the argument, it would be most useful to compare

A the level of traffic congestion in Greatport with the level of traffic congestion in Fairmont
B the cost of repairing collision damage in Greatport with the cost of repairing collision damage in Fairmont
C the rates Greatport residents pay for other forms of insurance with the rates paid for similar insurance by residents of Fairmont
D the condition of Greatport's roads and streets with the condition of Fairmont's roads and streets
E the cost of collision-damage insurance in Greatport and Fairmont with that in other cities","For similar cars and comparable drivers, automobile insurance for collision damage has always cost more in Greatport than in Fairmont. Police studies, however, show that cars owned by Greatport residents are, on average, slightly less likely to be involved in a collision than cars in Fairmont. Clearly, therefore, insurance companies are making a greater profit on collision damage insurance in Greatport than in Fairmont.","In evaluating the argument, it would be most useful to compare",the level of traffic congestion in Greatport with the level of traffic congestion in Fairmont,the cost of repairing collision damage in Greatport with the cost of repairing collision damage in Fairmont,the rates Greatport residents pay for other forms of insurance with the rates paid for similar insurance by residents of Fairmont,the condition of Greatport's roads and streets with the condition of Fairmont's roads and streets,the cost of collision-damage insurance in Greatport and Fairmont with that in other cities,B,Claude,"Option B is correct. The argument assumes that cost of insurance alone determines profitability. But in evaluating whether an insurance company will be more profitable, we also need to consider the claim amounts — the amounts paid out when accidents occur. Option B addresses this gap most directly."
249,"Which of the following most logically completes the argument? The growing popularity of computer-based activities was widely predicted to result in a corresponding decline in television viewing. Recent studies have found that, in the United States, people who own computers watch,...",https://gmatclub.com/forum/the-growing-popularity-of-computer-based-activities-was-widely-predict-80846.html,Critical Reasoning (CR),605-655 (Medium) | Complete the Passage,1525 | 203,605-655 (Medium),OG 2018 | OG 2015/OG13,"Which of the following most logically completes the argument?

The growing popularity of computer-based activities was widely predicted to result in a corresponding decline in television viewing. Recent studies have found that, in the United States, people who own computers watch, on average, significantly less television than people who do not own computers. In itself, however, this finding does very little to show that computer use tends to reduce television viewing time, since _______.

A many people who watch little or no television do not own a computer.
B even though most computer owners in the United States watch significantly less television than the national average, some computer owners watch far more television than the national average.
C computer owners in the United States predominately belong to a demographic group that have long been known to spend less time watching television than the population as a whole does.
D many computer owners in the United States have enough leisure time that spending significant amounts of time on the computer still leaves ample time for watching television.
E many people use their computers primarily for tasks such as correspondence that can be done more rapidly on the computer, and doing so leaves more leisure time for watching television.",Which of the following most logically completes the argument?,"The growing popularity of computer-based activities was widely predicted to result in a corresponding decline in television viewing. Recent studies have found that, in the United States, people who own computers watch, on average, significantly less television than people who do not own computers. In itself, however, this finding does very little to show that computer use tends to reduce television viewing time, since _______.",many people who watch little or no television do not own a computer.,"even though most computer owners in the United States watch significantly less television than the national average, some computer owners watch far more television than the national average.",computer owners in the United States predominately belong to a demographic group that have long been known to spend less time watching television than the population as a whole does.,many computer owners in the United States have enough leisure time that spending significant amounts of time on the computer still leaves ample time for watching television.,"many people use their computers primarily for tasks such as correspondence that can be done more rapidly on the computer, and doing so leaves more leisure time for watching television.",C,Claude,"Option C is correct. Option C tells us that computer owners belong to a group that already watches less television — independently of computer use. Since these people watched less TV even before owning computers, the decline in TV watching is not caused by computer use. This provides an alternative explanation that undermines the causal claim."
250,"Physician: The hormone melatonin has shown promise as a medication for sleep disorders when taken in synthesized form. Because the long-term side effects of synthetic melatonin are unknown, however, I cannot recommend its use at this time. Patient: Your position is inconsistent w...",https://gmatclub.com/forum/physician-the-hormone-melatonin-has-shown-promise-as-a-136962.html,Critical Reasoning (CR),Sub 505 (Easy) | Logical Flaw,1518 | 201,Sub 505 (Easy),OG 2018 | OG 2017 | OG 2016 | OG 2015/OG13 | OG 12,"Physician: The hormone melatonin has shown promise as a medication for sleep disorders when taken in synthesized form. Because the long-term side effects of synthetic melatonin are unknown, however, I cannot recommend its use at this time.

Patient: Your position is inconsistent with your usual practice. You prescribe many medications that you know have serious side effects, so concern about side effects cannot be the real reason you will not prescribe melatonin.

The patient's argument is flawed because it fails to consider that

A the side effects of synthetic melatonin might be different from those of naturally produced melatonin
B it is possible that the physician does not believe that melatonin has been conclusively shown to be effective
C sleep disorders, if left untreated, might lead to serious medical complications
D the side effects of a medication can take some time to manifest themselves
E known risks can be weighed against known benefits, but unknown risks cannot","Physician: The hormone melatonin has shown promise as a medication for sleep disorders when taken in synthesized form. Because the long-term side effects of synthetic melatonin are unknown, however, I cannot recommend its use at this time.

Patient: Your position is inconsistent with your usual practice. You prescribe many medications that you know have serious side effects, so concern about side effects cannot be the real reason you will not prescribe melatonin.",The patient's argument is flawed because it fails to consider that,the side effects of synthetic melatonin might be different from those of naturally produced melatonin,it is possible that the physician does not believe that melatonin has been conclusively shown to be effective,"sleep disorders, if left untreated, might lead to serious medical complications",the side effects of a medication can take some time to manifest themselves,"known risks can be weighed against known benefits, but unknown risks cannot",E,Claude,Option E is correct. The patient's argument is flawed because it fails to consider that the two conditions — the one being treated and the one not being treated — might have different natural progressions. Option E identifies this flaw: the patient assumes both conditions behave identically without treatment.
